id	itleedirect
4830	Bohr Model	Bohr model
4837	BdU	Befehlshaber der U-Boote
4844	Bilateral symetry	Symmetry in biology
4846	Bilateral symmetry	Symmetry in biology
4853	Breslau	Wrocław
4855	Basso continuo	Figured bass
4889	Big rig	Semi-trailer truck
4891	Ballet dance	Ballet
4901	Banana daiquiri	Daiquiri
4903	Bosons	Boson
4919	Bipolar II	Bipolar II disorder
4920	Bolshevik Revolution	October Revolution
4923	Boomeroid	List of Bubblegum Crisis characters
4932	Basal body temperature method	Basal body temperature
4938	Branch prediction	Branch predictor
4939	Betting	Gambling
4954	Battle of Schwetz	Battle of Świecino
4962	Baseball statistics/BA	Batting average
4977	Battle of Adrianopolis	Battle of Adrianople
4984	Battle of Ardrianople	Battle of Adrianople
4985	Battle of Ardennes	Battle of the Ardennes
4998	BQ-7 Aphrodite	Operation Aphrodite
5010	Blind Cave Tetra	Mexican tetra
5012	Briscoe County, Jr.	The Adventures of Brisco County, Jr.
5017	Book of Counted Sorrows	The Book of Counted Sorrows
5018	Buttfuck	Anal sex
5022	B.F. Skinner	B. F. Skinner
5044	Beast of bodmin	Beast of Bodmin Moor
5054	CountriesOfTheWorld	List of sovereign states
5055	ComputinG	Computing
5056	ComputerSoftware	Software
5057	CommonSense	Common sense
5058	CelticMusic	Celtic music
5060	CountriesA	List of sovereign states
5061	CountriesN	List of sovereign states
5062	CountriesZ	List of sovereign states
5063	CountriesP	List of sovereign states
5064	CountriesG	List of sovereign states
5065	CountriesO	List of sovereign states
5066	CoBoL	COBOL
5067	ChristianIty	Christianity
5068	CountriesS	List of sovereign states
5069	CountriesU	List of sovereign states
5070	CountriesD	List of sovereign states
5071	CountriesK	List of sovereign states
5072	CountrY	Country
5073	CountriesC	List of sovereign states
5074	CountriesH	List of sovereign states
5075	CountriesJ	List of sovereign states
5076	CountriesB	List of sovereign states
5077	CountriesL	List of sovereign states
5078	CountriesM	List of sovereign states
5079	CountriesE	List of sovereign states
5080	CountriesF	List of sovereign states
5081	CountriesQ	List of sovereign states
5082	CountriesI	List of sovereign states
5085	CityBerlin	Berlin
5088	CountriesR	List of sovereign states
5089	CantorSet	Cantor set
5093	ColdWar	Cold War
5097	CryptologY	Cryptography
5098	CryptographY	Cryptography
5099	CryptanalysiS	Cryptanalysis
5100	CodE	Code
5101	CipheR	Encryption
5103	CharlestoN	Charleston
5104	ConsequentialIsm	Consequentialism
5105	ConsolationOfPhilosophy	The Consolation of Philosophy
5107	CommonSenseAndTheDiallelus	Regress argument
5110	ConsciousNess	Consciousness
5112	CharlieChaplin	Charlie Chaplin
5115	Cambodian Language	Khmer language
5120	ChordaTa	Chordate
5121	CombinaTorics	Combinatorics
5122	ConStellations	Constellation
5123	CognitiveTherapy	Cognitive therapy
5125	CategoryTheory	Category theory
5126	ChoosingSummaryStatistics	Summary statistics
5128	ComedyFilm	Comedy film
5129	CultFilm	Cult film
5130	CountriesT	List of sovereign states
5133	Charlize Theron/Filmography	Charlize Theron
5137	ClusterSampling	Cluster sampling
5138	CumulativeDistributionFunction	Cumulative distribution function
5140	Comedy Film	Comedy film
5141	Cult Film	Cult film
5146	CryptographY/Hashfunctions	Hash function
5149	ComputerHardware	Computer hardware
5167	Central Tendancy	Central tendency
5168	Checkers	Draughts
5173	Continuous Random Variable	Probability distribution
5181	Continents	Continent
5182	ConstitutioN	Constitution
5186	CountriesV	List of sovereign states
5198	Military of Canada	Canadian Armed Forces
5202	Canada/cities	List of cities in Canada
5206	Computer-generated art	Algorithmic art
5208	CountriesW	List of sovereign states
5209	CIAWorldFactbook	The World Factbook
5210	C.S. Lewis	C. S. Lewis
5220	Complex numbers	Complex number
5227	Chess Board	Chessboard
5231	Cercopithecidae	Old World monkey
5238	CountriesY	List of sovereign states
5239	Countably infinite	Countable set
5242	Ciliates	Ciliate
5258	Computer Storage	Computer data storage
5264	Computer Monitor	Computer monitor
5283	Cryptomonads	Cryptomonad
5287	Classical Music	Classical music
5289	Card games	Card game
5290	Casino games	Casino game
5291	Computer games	PC game
5292	Collectable card games	Collectible card game
5296	Cogency	Logical reasoning
5297	Computer character	Character (computing)
5303	Conic sections	Conic section
5310	Personal computer hardware	Computer hardware
5318	Computer/Time-sharing	Time-sharing
5319	Computer/Multitasking	Computer multitasking
5341	CountriesX	List of sovereign states
5343	Canadian Constitution Act	Constitution of Canada
5345	Colloids	Colloid
5356	Cancer Coast	Cancer cluster
5359	Collectable card game	Collectible card game
5365	Christianity/Fish	Ichthys
5369	Contraception	Birth control
5392	Cilantro	Coriander
5393	Coriander (plant)	Coriander
5396	ChrisMorris	Chris Morris
5400	Countries of the World	List of sovereign states
5414	CoSims	Wargaming
5418	Capitalism/different meanings	Capitalism
5419	Computer system	Computer
5423	Cross-examine	Cross-examination
5425	Class warfare	Class war
5426	Compressed	Compression
5435	Military of Cambodia	Royal Cambodian Armed Forces
5441	C language	C (programming language)
5442	ConLang	Constructed language
5444	Common sense and the Diallelus	Regress argument
5445	Class envy	Class conflict
5457	Civilization/video game	Civilization (video game)
5476	Military of the Cayman Islands	Cayman Islands
5501	History of Christmas Island	Christmas Island
5502	Geography of Christmas Island	Christmas Island
5503	Demographics of Christmas Island	Christmas Island
5504	Government of Christmas Island	Christmas Island
5505	Economy of Christmas Island	Christmas Island
5506	Communications in Christmas Island	Christmas Island
5507	Transportation in Christmas Island	Christmas Island
5508	Military of Christmas Island	Christmas Island
5511	Clipperton Island/History	Clipperton Island
5512	Clipperton Island/Geography	Clipperton Island
5513	Clipperton Island/People	Clipperton Island
5514	Clipperton Island/Government	Clipperton Island
5515	Clipperton Island/Economy	Clipperton Island
5516	Clipperton Island/Communications	Clipperton Island
5517	Clipperton Island/Transportation	Clipperton Island
5518	Clipperton Island/Military	Clipperton Island
5521	History of the Cocos (Keeling) Islands	Cocos (Keeling) Islands
5522	Geography of the Cocos (Keeling) Islands	Cocos (Keeling) Islands
5524	Government of the Cocos (Keeling) Islands	Cocos (Keeling) Islands
5525	Cocos Islands/Economy	Cocos (Keeling) Islands
5526	Communications in the Cocos (Keeling) Islands	Cocos (Keeling) Islands
5527	Transport in the Cocos (Keeling) Islands	Cocos (Keeling) Islands
5528	Military of the Cocos (Keeling) Islands	Cocos (Keeling) Islands
5542	Coral Sea Islands/History	Coral Sea Islands
5543	Coral Sea Islands/Geography	Coral Sea Islands
5544	Coral Sea Islands/People	Coral Sea Islands
5545	Coral Sea Islands/Government	Coral Sea Islands
5546	Coral Sea Islands/Economy	Coral Sea Islands
5547	Coral Sea Islands/Communications	Coral Sea Islands
5548	Coral Sea Islands/Transportation	Coral Sea Islands
5549	Coral Sea Islands/Military	Coral Sea Islands
5601	Military of Cyprus	Cypriot National Guard
5604	Czech republic	Czech Republic
5607	Czech republic/People	Demographics of the Czech Republic
5608	Czech republic/Government	Politics of the Czech Republic
5612	Czech republic/Military	Army of the Czech Republic
5613	Czech republic/Transnational issues	Foreign relations of the Czech Republic
5616	Creutzfeld-Jacob Disease	Creutzfeldt–Jakob disease
5618	Clockwork Orange	A Clockwork Orange
5620	Cerebrovascular Accident	Stroke
5628	Compilers	Compiler
5631	Cheese/Gruyere	Gruyère cheese
5632	Venezuelan Beaver cheese	Cheese Shop sketch
5650	Comets	Comet
5652	Computer networking	Computer network
5677	Cerebral Spinal Fluid	Cerebrospinal fluid
5680	CEO	Chief executive officer
5683	Computer expo	Trade fair
5687	Cambridge University	University of Cambridge
5731	Capitalist	Capitalism
5737	Cross cutting	Cross-cutting
5741	Monetary policy of central banks	Monetary policy
5746	Cryptography/Hashfunction	Hash function
5747	Cryptography/Key	Key (cryptography)
5753	Coitus	Sexual intercourse
5764	Charles Chaplin	Charlie Chaplin
5773	Carroll OConnor	Carroll O'Connor
5780	Chaco Canyon	Chaco Culture National Historical Park
5788	Cretaceous-Tertiary Extinction Event	Cretaceous–Paleogene extinction event
5792	Continuous probability distribution	Probability distribution
5798	Closeted person	Closeted
5799	Coming out of the closet	Coming out
5801	Catholicism/Councils	Ecumenical council
5802	Catholicism/Council of Trent	Council of Trent
5803	Catholicism/Second Vatican Council	Second Vatican Council
5842	Colombia/Transnational issues	Foreign relations of Colombia
5852	Czech Republic/Transnational issues	Foreign relations of the Czech Republic
5856	Czech Republic/Sacrum	Holy Roman Empire
5870	Comic	Comics
5871	Cardiac arrhythmia/tachycardia	Tachycardia
5875	Computer jargon	Jargon
5877	CORAL66	Coral 66
5880	Comment (computing)	Comment (computer programming)
5900	Corporate Police State	Megacorporation
5908	Counter Point	Counterpoint
5911	Continuum Hypothesis.	Continuum hypothesis
5913	Catalyzes	Catalysis
5915	Catalyst	Catalysis
5924	Christian escathology	Christian eschatology
5925	Colour	Color
5953	Claude Oscar Monet	Claude Monet
5960	Codon	Genetic code
5968	Computer-generated music	Computer music
5975	CallOfCthulhuGame	Call of Cthulhu (role-playing game)
5978	Climate Change-Kyoto Protocol	Kyoto Protocol
5983	Computer Science	Computer science
5994	Wikipedia:Historical Wikipedia pages/Chalkboard candidates	Wikipedia:Nupedia and Wikipedia
6012	Churchs thesis	Church–Turing thesis
6017	Cruise Missile	Cruise missile
6018	Call Of Cthulhu	Call of Cthulhu
6030	Chronic Fatigue Syndrome/The name	Chronic fatigue syndrome
6031	Chronic Fatigue Syndrome/Long term course	Chronic fatigue syndrome
6032	Chronic Fatigue Syndrome/Day to day patterns	Chronic fatigue syndrome
6033	Chronic Fatigue Syndrome/Demographics	Chronic fatigue syndrome
6037	Continuity property	Continuous function
6043	Critical temperature	Critical point (thermodynamics)
6053	C.E.	CE
6054	C.E	CE
6055	CD ROM	CD-ROM
6063	Cartoonists	Cartoonist
6065	Cosine	Trigonometric functions
6067	Common lisp	Common Lisp
6070	Color/Orange	Orange (colour)
6071	Color/black	Black
6074	Color/orange	Orange (colour)
6076	Color/cyan	Cyan
6077	Color/Black	Black
6078	Color/white	White
6086	Cauchy sequences	Cauchy sequence
6087	Copernicus	Nicolaus Copernicus
6089	Creationist	Creationism
6098	Carolingian renaissance	Carolingian Renaissance
6142	Cardinal numbers	Cardinal number
6150	Cooking/Blanching	Blanching (cooking)
6178	Cardinals	Cardinal
6179	Chinese buddhist cuisine	Buddhist cuisine
6190	Chinese five spice	Five-spice powder
6196	Clanking Replicator	Self-replicating machine
6197	Clanking replicator	Self-replicating machine
6202	Convention on the Prevention of Marine Pollution by Dumping Wastes and Other Matter	London Convention on the Prevention of Marine Pollution by Dumping of Wastes and Other Matter
6204	Convention on Wetlands of International Importance Especially As Waterfowl Habitat	Ramsar Convention
6219	Claudio Zuan Antonio Monteverdi	Claudio Monteverdi
6223	Comic books and strips	Comics
6228	Celtic tribes of the British Isles	List of ancient Celtic peoples and tribes
6236	Chardonnay socialist	Champagne socialist
6240	Celtic language	Celtic languages
6242	On-sight climbing	Glossary of climbing terms
6243	Cascade Mountain Range	Cascade Range
6263	Charles Robert Darwin	Charles Darwin
6266	Climate Change	Climate change
6269	Clock wipe	Wipe (transition)
6278	Complete normed vector space	Banach space
6287	List of city listings by country	Lists of cities by country
6302	Classical Element	Classical element
6307	Classical Element/Ether	Aether (classical element)
6311	College Football	College football
6345	Central Dogma Of Genetics	Central dogma of molecular biology
6348	Congressional Medal of Honour	Medal of Honor
6368	Choshu	Chōshū
6461	Chinese element	Wu Xing
6464	Cell phone	Mobile phone
6470	Computational Linguistics	Computational linguistics
6500	Colleges and universities/OldList	Lists of universities and colleges
6502	Clean Air Act (1970)	Clean Air Act (United States)
6510	Color space encoding	Color space
6515	Celebrity atheists	Lists of atheists
6522	Chief Executive Officer	Chief executive officer
6524	Clam Dip	Clam dip
6531	Chinese Cuisine	Chinese cuisine
6553	Context free grammars	Context-free grammar
6554	Computer Painting	Computer graphics
6564	Conjunction elimination (propositional logic)	Conjunction elimination
6573	Cimbri/Waid	Widewuto
6581	Concrete music	Musique concrète
6594	Casimir IV Jagiello	Casimir IV Jagiellon
6595	Computer Vision	Computer vision
6605	Citric Acid cycle	Citric acid cycle
6609	Ciconiiformes	Stork
6622	Coelenterates	Radiata
6625	Catholcism	Catholic Church
6657	Catholics	Catholic Church
6668	Chocolate mousse	Mousse
6676	Consociational state	Consociationalism
6685	Coca Cola	Coca-Cola
6699	Complete works of Plato	Plato
6709	Child node	Tree (data structure)
6712	Compressors	Compressor
6714	Comic books	Comic book
6726	Christian anti-semitism	Christianity and antisemitism
6732	Caber	Caber toss
6737	Cuon alpinus	Dhole
6738	Canis rufus	Red wolf
6740	Canis latrans	Coyote
6741	Canis familiaris	Dog
6756	CamelHumpedWord	Camel case
6762	Companies law	Corporate law
6770	CDP1802	RCA 1802
6789	Condiment for seasoning minestrone	Minestrone
6790	Cape Breton	Cape Breton Island
6792	CND	Campaign for Nuclear Disarmament
6797	Cable TV	Cable television
6798	CATV	Cable television
6805	Communist	Communism
6808	Citrate cycle	Citric acid cycle
6810	Cipro	Ciprofloxacin
6817	Canonization of Saints	Canonization
6826	Cases of anthrax	2001 anthrax attacks
6835	Coracinus capensis	Galjoen
6841	Communists	Communism
6844	Conspiracy theories	Conspiracy theory
6847	Colossians	Epistle to the Colossians
6864	Chromosome walking	Primer walking
6871	Composers	Lists of composers
6873	Caapi	Banisteriopsis caapi
6875	Cheliceriformes	Chelicerata
6879	Cyborgs in fiction	Cyborg
6899	List of basic classics topics	Outline of classical studies
6900	Wikipedia:Cooking basic topics	Cooking
6930	Celts and human sacrifice	Human sacrifice
6937	Containment hierarchy	Hierarchy
6950	CCITT	ITU-T
6953	Chang San-feng	Zhang Sanfeng
6958	Country codes	Country code
6965	Court Jester	Jester
6975	Catharine of Aragon	Catherine of Aragon
6977	Congo-Brazzaville	Republic of the Congo
6980	Caltrans	California Department of Transportation
6989	Channel Islands/Jersey	Jersey
6993	Carl Gustav XVI	Carl XVI Gustaf of Sweden
7004	Choosing summary statistics	Summary statistics
7007	Christopher Houston	Chris Houston
7009	Contraceptive	Birth control
7013	Computer peripheral	Peripheral
7032	Charles Xavier Joseph De Franque Ville Abancourt	Charles d'Abancour
7075	Cook Islands/Military	Cook Islands
7082	Central American Court of Justice	Central American Integration System
7093	Cetaceans	Cetacea
7094	Cetacean	Cetacea
7098	COPPA	Children's Online Privacy Protection Act
7099	Child Online Privacy Protection Act	Children's Online Privacy Protection Act
7112	Colorado Front Range	Front Range Urban Corridor
7114	Channel Isles	Channel Islands
7127	Cut-and-cover	Tunnel
7133	Collective nouns/All sorted by collective term	Collective noun
7142	CDMA	Code-division multiple access
7146	Currency code	ISO 4217
7161	Chain termination method	Sanger sequencing
7170	Chinese exclusion	Chinese Exclusion Act
7187	Chick Publications	Chick tract
7189	Commedia del arte	Commedia dell'arte
7210	Cubic feet	Cubic foot
7216	Centromer	Centromere
7223	Choctaws	Choctaw
7229	C-star algebra	C*-algebra
7231	Cytoprotectant	Cytoprotection
7244	Corrodo Gini	Corrado Gini
7245	Caliph	Caliphate
7256	Cardiovascular system	Circulatory system
7263	Cardiovascular System	Circulatory system
7266	Christkindlmarkt	Christmas market
7277	Celestial dynamics	Celestial mechanics
7282	Christians	Christian
7292	Carsons rule	Carson bandwidth rule
7297	Ca plus plus antagonist	Calcium channel blocker
7298	Cyclic AMP	Cyclic adenosine monophosphate
7314	Colonized	Colony
7315	Colonies	Colony
7325	COFDM	Orthogonal frequency-division multiplexing
7326	Coded orthogonal frequency division modulation	Orthogonal frequency-division multiplexing
7336	CPGM	General Conference on Weights and Measures
7337	Convention of the Metre	Metre Convention
7360	Cray Research	Cray
7365	Catholic church	Catholic Church
7372	Causes of heterosexuality	Sexual orientation
7375	Causes of sexual orientation	Sexual orientation
7379	Classical liberal	Classical liberalism
7385	Character set	Character encoding
7389	Hanukkah rituals	Hanukkah
7395	Cryptographer	Cryptography
7405	Crimean war	Crimean War
7412	Constitution of Canada/1867 Preamble	Constitution Act, 1867
7413	Constitution of Canada/1867 I Preliminary	Constitution Act, 1867
7414	Constitution of Canada/1867 II Union	Constitution Act, 1867
7415	Constitution of Canada/1867 III Executive Power	Constitution of Canada
7416	Constitution of Canada/1867 IV Legislative Power	Constitution of Canada
7417	Constitution of Canada/1867 V Provincial Constitutions	Constitution of Canada
7418	Constitution of Canada/1867 VI Distribution of Legislative Powers	Canadian federalism
7419	Constitution of Canada/1867 VII Judicature	Constitution Act, 1867
7420	Constitution of Canada/1867 VIII Revenues Debts Assets Taxation	Constitution of Canada
7421	Constitution of Canada/1867 IX Miscellaneous Provisions	Constitution of Canada
7422	Constitution of Canada/1867 X Intercolonial Railway	Constitution of Canada
